1.949464904386553898e-01	1.177389655099650989e-01	2.377854325669905289e-01	-1.982133640585214407e-01	2.083124865291269556e-01	2.559966675848078799e-01	3.191399673038891605e-01	3.894463193756205199e-01	-7.684757972332981191e-02	-3.358415700935502707e-02	2.551597161352250898e-01	-1.575596444832121634e-01	-1.533765331217495573e-03	-2.890086208606506002e-01	1.605337256719218397e-01	-1.150604653196049959e-01	-1.020518311894703378e-01	-6.358622716499029784e-03	-2.745576424191779608e-01	2.341024498544374069e-02
-6.406148402234709827e-02	6.806314488658346540e-02	-4.740474131765639587e-01	-3.166298681246908497e-01	-2.131371915608644141e-01	-2.191416294063567305e-01	-3.896820559400900746e-02	1.670370463613989054e-01	-3.535755517293446837e-01	-1.042885055356867902e-01	8.952296071736223770e-02	7.828611011230511563e-02	1.815447861540049612e-01	-1.876811680149675365e-01	-1.217384794780159742e-02	2.121503599717197430e-01	-3.000471302589940298e-02	-3.463803343409590507e-01	2.661465220139692112e-01	4.011441236324671950e-02
5.574972474098010070e-03	-1.419511074540565909e-01	2.194891501249397470e-01	-8.969184053889960040e-02	-3.676284518974157201e-02	-8.043323282846591427e-02	9.185483169697096148e-03	3.999411263575590736e-01	1.868018472704088828e-01	1.963825291490482461e-01	1.247925762220753465e-01	1.861295477734665471e-01	1.526506345439302692e-01	-1.516670056883434314e-01	1.273210621142168708e-01	-1.550995506950614833e-01	-2.588622272201911434e-01	-2.321075543124213048e-01	5.089702155376381043e-01	2.517311907383413261e-01
-9.812873222818889463e-02	1.844821498855115927e-01	-3.504673563712851214e-01	4.135924310476288973e-02	-1.463191431053066371e-01	8.025377710395772968e-02	2.751101154351024980e-01	1.727755062478958381e-01	-3.186944728667376880e-01	-3.898376282214692790e-01	6.120193674979603621e-02	1.533659698654686043e-01	4.064477846748019291e-02	-3.670782031765734699e-01	-7.571384788614415884e-02	1.534684142058739265e-01	-3.768504906622032746e-01	-1.048340796306459523e-02	2.414625125508189640e-01	-2.143861333979006634e-01
1.020871482660427321e-01	-7.096509386553387366e-02	1.593176333926960009e-01	-1.896217339636747500e-03	-2.622539812063420239e-01	-1.159214289930997621e-01	1.225825551239493605e-01	-1.156143130417221221e-01	3.675847378895329975e-01	-1.956534073993053402e-01	2.297837713755540578e-02	-2.514157875298246147e-04	-2.355743246379225775e-01	2.665206863883161012e-02	-3.792474596819708776e-01	-1.781317989461664031e-01	7.769423367878508513e-02	-2.545873860830994428e-01	-5.794807570772379790e-02	4.962563199236366684e-01
3.777841061599626071e-01	-3.651133877836700292e-01	1.220340989003954879e-01	3.448422130512987516e-01	2.950121714748900614e-01	6.181778872134378877e-02	-6.539156413595718920e-02	-8.546499695362456961e-02	-6.614016366679363601e-02	-1.549812171687909024e-01	-2.039836440491744896e-01	-1.956025293104052612e-02	-1.142854403101186272e-01	-7.484941814040792230e-02	1.768454228083509994e-01	5.316518058476210618e-01	2.700886272649105080e-01	-1.002196436186096884e-01	-1.944145433331260359e-02	1.088257000031135451e-02
-1.810962897555591367e-01	9.394778661029773437e-02	-2.125893763036569017e-01	-4.592474015508574148e-02	3.269405491346674686e-01	-3.182811348360722326e-01	8.474336374104832204e-02	1.733570485451188525e-01	-1.048282660241360159e-01	4.533705145007905779e-01	-2.511857784420651329e-01	-5.721724006443704852e-02	1.140451929713854062e-01	4.292680860237897411e-01	3.178302307956078904e-02	-7.766046463147416312e-02	4.535384259163874332e-02	1.589997659614303741e-02	-9.207812856483475750e-02	-1.993710076498831918e-01
-4.591088086569157234e-01	-5.964783929104134491e-02	3.731779016026957278e-03	-2.339994680532039850e-01	-2.366878569712369818e-01	-1.843175327750912196e-01	3.473540388987084171e-01	-5.190375152081838639e-02	9.588101204995859439e-02	3.498892572171529314e-03	2.606404571105766510e-01	3.372294890772132847e-01	1.353418880341155373e-01	-4.158805209821992421e-01	4.848105533973073172e-02	1.840624496941363833e-02	-1.568613273433743793e-01	-1.809958684487042446e-01	2.123968535625778142e-01	-4.952071105925264644e-02
1.726060017597539353e-01	-2.181324163568534591e-01	-4.845857814524376361e-01	-1.145352457016891035e-01	1.746261615113089624e-02	2.109763820045538474e-01	1.916739679731382096e-01	2.021990787993918348e-01	-3.592025534724600094e-02	-4.641844265650998946e-02	1.416040586782511268e-01	-1.395189877692768442e-02	-1.258237267286266836e-01	-8.650103315956088335e-02	-3.999675998714392611e-01	-1.008213221005313798e-01	2.244498312244941340e-01	-2.089949359981887744e-01	3.023703725303333867e-01	2.946268698900392224e-01
2.021373017161233465e-02	1.489464949228735957e-01	1.223474632594548778e-01	-5.133404991960873603e-02	-3.582971751053902754e-01	9.898554987679669681e-02	-1.085723673991026289e-01	3.282394819422731480e-01	-7.313068907997962720e-01	-6.017491581548300300e-02	5.123999148899151257e-02	1.242753698024852242e-02	3.448926666598685353e-02	4.489694604936851630e-02	7.186401271996255280e-02	9.493821013694363209e-02	-2.392836083982358142e-01	1.289071530366417140e-01	1.561434146295762049e-01	-1.366752474967904418e-01
